account_id,company_name,segment,industry,employee_count,subscription_plan,annual_contract_value,monthly_recurring_revenue,country,region,created_at,contract_start_date,contract_end_date,account_status,churn_status,churn_date,health_score,customer_success_owner,support_plan
acct_0253,Keystone Group 252,mid_market,financial_services,856,enterprise,193059.1,16088.26,IN,Asia Pacific,2025-04-21T00:00:00Z,2025-05-16T00:00:00Z,2026-05-16T00:00:00Z,active,not_churned,,48,csm_18,dedicated
acct_0254,Juniper Systems 253,enterprise,consulting,6825,enterprise,151876.07,12656.34,US,North America,2023-03-29T00:00:00Z,2023-04-12T00:00:00Z,2024-04-11T00:00:00Z,active,not_churned,,76,csm_04,dedicated
acct_0255,Riverbend Solutions 254,small_business,retail,30,team,6485.74,540.48,AU,Europe,2023-09-23T00:00:00Z,2023-11-05T00:00:00Z,2024-11-04T00:00:00Z,active,not_churned,,37,,email_chat
acct_0256,Metroline Labs 255,small_business,consulting,41,starter,555.23,46.27,IN,Asia Pacific,2023-11-28T00:00:00Z,2023-12-26T00:00:00Z,2024-12-25T00:00:00Z,active,not_churned,,31,,email
acct_0257,Clearpath Partners 256,mid_market,software,823,business,22205.09,1850.42,DE,Latin America,2024-10-24T00:00:00Z,2024-12-18T00:00:00Z,2025-12-18T00:00:00Z,active,not_churned,,28,csm_05,priority
acct_0258,Summit Digital 257,small_business,software,73,starter,395.93,32.99,US,North America,2024-07-12T00:00:00Z,2024-07-25T00:00:00Z,2025-07-25T00:00:00Z,active,not_churned,,59,,email
acct_0259,Harbor Services 258,enterprise,marketing,10381,enterprise,151207.4,12600.62,AU,Asia Pacific,2024-04-19T00:00:00Z,2024-06-05T00:00:00Z,2025-06-05T00:00:00Z,active,not_churned,,61,csm_18,dedicated
acct_0260,Brightlane Works 259,small_business,consulting,5,starter,510.19,42.52,IN,Europe,2024-11-05T00:00:00Z,2025-01-02T00:00:00Z,2026-01-02T00:00:00Z,active,not_churned,,78,,email
acct_0261,Northstar Studios 260,individual,marketing,1,starter,589.69,49.14,CA,Europe,2023-05-10T00:00:00Z,2023-05-14T00:00:00Z,2024-05-13T00:00:00Z,active,not_churned,,61,,email
acct_0262,Bluefield Collective 261,mid_market,healthcare,419,enterprise,146750.4,12229.2,IN,Europe,2024-11-10T00:00:00Z,2025-01-07T00:00:00Z,2026-01-07T00:00:00Z,active,not_churned,,65,csm_04,dedicated
acct_0263,Keystone Group 262,individual,manufacturing,1,starter,751.6,62.63,CA,Asia Pacific,2023-02-04T00:00:00Z,2023-03-07T00:00:00Z,2024-03-06T00:00:00Z,trial,not_churned,,71,,email
acct_0264,Juniper Systems 263,small_business,consulting,23,team,5346.55,445.55,IN,Europe,2024-03-03T00:00:00Z,2024-04-30T00:00:00Z,2025-04-30T00:00:00Z,active,not_churned,,40,,email_chat
acct_0265,Riverbend Solutions 264,small_business,construction,66,team,3747.78,312.32,IN,North America,2024-02-23T00:00:00Z,2024-02-23T00:00:00Z,2025-02-22T00:00:00Z,active,not_churned,,44,,email_chat
acct_0266,Metroline Labs 265,mid_market,education,475,enterprise,162011.94,13501.0,DE,Europe,2024-11-21T00:00:00Z,2024-12-25T00:00:00Z,2025-12-25T00:00:00Z,active,not_churned,,38,csm_14,dedicated
acct_0267,Clearpath Partners 266,enterprise,retail,1967,enterprise,156897.86,13074.82,BR,Europe,2025-01-30T00:00:00Z,2025-02-17T00:00:00Z,2026-02-17T00:00:00Z,active,not_churned,,58,csm_10,dedicated
acct_0268,Summit Digital 267,enterprise,retail,5439,enterprise,197778.98,16481.58,CA,Asia Pacific,2024-06-15T00:00:00Z,2024-08-12T00:00:00Z,2025-08-12T00:00:00Z,active,not_churned,,68,csm_15,dedicated
acct_0269,Harbor Services 268,agency,healthcare,226,business,33679.48,2806.62,IN,Latin America,2024-02-14T00:00:00Z,2024-02-19T00:00:00Z,2025-02-18T00:00:00Z,active,not_churned,,75,csm_08,priority
acct_0270,Brightlane Works 269,enterprise,healthcare,15417,enterprise,209165.24,17430.44,GB,Asia Pacific,2024-03-14T00:00:00Z,2024-05-13T00:00:00Z,2025-05-13T00:00:00Z,active,not_churned,,71,csm_14,dedicated
acct_0271,Northstar Studios 270,enterprise,construction,3697,enterprise,113865.87,9488.82,IN,North America,2024-10-05T00:00:00Z,2024-11-22T00:00:00Z,2025-11-22T00:00:00Z,churned,churned,2026-01-10T00:00:00Z,31,csm_03,dedicated
acct_0272,Bluefield Collective 271,small_business,financial_services,52,team,4455.8,371.32,AU,Latin America,2025-03-13T00:00:00Z,2025-04-04T00:00:00Z,2026-04-04T00:00:00Z,active,not_churned,,78,,email_chat
acct_0273,Keystone Group 272,small_business,healthcare,48,team,3783.33,315.28,GB,North America,2025-03-21T00:00:00Z,2025-04-13T00:00:00Z,2026-04-13T00:00:00Z,active,not_churned,,84,,email_chat
acct_0274,Juniper Systems 273,mid_market,software,627,enterprise,211362.46,17613.54,BR,Latin America,2024-07-06T00:00:00Z,2024-07-09T00:00:00Z,2025-07-09T00:00:00Z,active,not_churned,,68,csm_02,dedicated
acct_0275,Riverbend Solutions 274,enterprise,education,15344,enterprise,174351.53,14529.29,DE,Latin America,2024-06-18T00:00:00Z,2024-08-04T00:00:00Z,2025-08-04T00:00:00Z,active,not_churned,,78,csm_11,dedicated
acct_0276,Metroline Labs 275,enterprise,consulting,4160,enterprise,182645.41,15220.45,AU,North America,2023-07-06T00:00:00Z,2023-07-19T00:00:00Z,2024-07-18T00:00:00Z,active,not_churned,,76,csm_03,dedicated
acct_0277,Clearpath Partners 276,individual,education,3,starter,632.25,52.69,BR,Europe,2024-10-07T00:00:00Z,2024-11-21T00:00:00Z,2025-11-21T00:00:00Z,trial,not_churned,,94,,email
acct_0278,Summit Digital 277,enterprise,healthcare,7719,enterprise,150116.67,12509.72,FR,Europe,2023-08-26T00:00:00Z,2023-09-13T00:00:00Z,2024-09-12T00:00:00Z,active,not_churned,,80,csm_06,dedicated
acct_0279,Harbor Services 278,small_business,software,41,team,3580.88,298.41,US,Latin America,2023-12-15T00:00:00Z,2024-02-01T00:00:00Z,2025-01-31T00:00:00Z,active,not_churned,,80,,email_chat
acct_0280,Brightlane Works 279,agency,financial_services,162,team,6346.04,528.84,FR,Asia Pacific,2023-12-31T00:00:00Z,2024-01-10T00:00:00Z,2025-01-09T00:00:00Z,active,not_churned,,71,,email_chat
acct_0281,Northstar Studios 280,enterprise,marketing,11297,enterprise,120573.46,10047.79,US,Europe,2024-04-01T00:00:00Z,2024-04-28T00:00:00Z,2025-04-28T00:00:00Z,active,not_churned,,65,csm_03,dedicated
acct_0282,Bluefield Collective 281,individual,software,1,starter,475.22,39.6,AU,Asia Pacific,2023-10-26T00:00:00Z,2023-10-31T00:00:00Z,2024-10-30T00:00:00Z,active,not_churned,,64,,email
acct_0283,Keystone Group 282,small_business,financial_services,37,team,6353.71,529.48,US,North America,2024-08-09T00:00:00Z,2024-08-23T00:00:00Z,2025-08-23T00:00:00Z,churned,churned,2025-06-04T00:00:00Z,39,,email_chat
acct_0284,Juniper Systems 283,small_business,manufacturing,18,starter,601.07,50.09,BR,Europe,2023-03-13T00:00:00Z,2023-04-30T00:00:00Z,2024-04-29T00:00:00Z,churned,churned,2024-08-25T00:00:00Z,15,,email
acct_0285,Riverbend Solutions 284,small_business,financial_services,58,team,6145.35,512.11,US,Latin America,2024-12-02T00:00:00Z,2025-01-20T00:00:00Z,2026-01-20T00:00:00Z,active,not_churned,,45,,email_chat
acct_0286,Metroline Labs 285,small_business,financial_services,74,team,4042.08,336.84,FR,Latin America,2024-04-13T00:00:00Z,2024-05-17T00:00:00Z,2025-05-17T00:00:00Z,active,not_churned,,53,,email_chat
acct_0287,Clearpath Partners 286,agency,manufacturing,187,business,33584.16,2798.68,CA,Latin America,2024-12-30T00:00:00Z,2025-02-08T00:00:00Z,2026-02-08T00:00:00Z,active,not_churned,,44,csm_16,priority
acct_0288,Summit Digital 287,individual,marketing,2,starter,466.6,38.88,US,Asia Pacific,2023-04-14T00:00:00Z,2023-06-13T00:00:00Z,2024-06-12T00:00:00Z,active,not_churned,,89,,email
acct_0289,Harbor Services 288,individual,manufacturing,2,starter,571.44,47.62,CA,Latin America,2024-08-18T00:00:00Z,2024-09-17T00:00:00Z,2025-09-17T00:00:00Z,trial,not_churned,,75,,email
acct_0290,Brightlane Works 289,individual,manufacturing,1,starter,356.03,29.67,FR,Asia Pacific,2024-04-30T00:00:00Z,2024-05-02T00:00:00Z,2025-05-02T00:00:00Z,active,not_churned,,91,,email
acct_0291,Northstar Studios 290,mid_market,manufacturing,195,enterprise,147924.48,12327.04,GB,North America,2023-03-05T00:00:00Z,2023-03-09T00:00:00Z,2024-03-08T00:00:00Z,active,not_churned,,59,csm_08,dedicated
acct_0292,Bluefield Collective 291,agency,financial_services,136,business,34555.88,2879.66,AU,Latin America,2024-03-26T00:00:00Z,2024-04-29T00:00:00Z,2025-04-29T00:00:00Z,active,not_churned,,63,csm_09,priority
acct_0293,Keystone Group 292,mid_market,software,974,enterprise,182452.2,15204.35,FR,Latin America,2024-09-07T00:00:00Z,2024-10-04T00:00:00Z,2025-10-04T00:00:00Z,active,not_churned,,95,csm_04,dedicated
acct_0294,Juniper Systems 293,enterprise,financial_services,9022,enterprise,135569.41,11297.45,IN,Asia Pacific,2024-06-25T00:00:00Z,2024-08-21T00:00:00Z,2025-08-21T00:00:00Z,trial,not_churned,,38,csm_16,dedicated
acct_0295,Riverbend Solutions 294,individual,financial_services,1,starter,548.88,45.74,CA,North America,2024-01-12T00:00:00Z,2024-02-19T00:00:00Z,2025-02-18T00:00:00Z,active,not_churned,,44,,email
acct_0296,Metroline Labs 295,agency,financial_services,72,business,18658.09,1554.84,IN,North America,2023-07-02T00:00:00Z,2023-08-14T00:00:00Z,2024-08-13T00:00:00Z,churned,churned,2024-09-05T00:00:00Z,43,csm_12,priority
acct_0297,Clearpath Partners 296,enterprise,financial_services,9573,enterprise,119130.4,9927.53,DE,North America,2025-03-10T00:00:00Z,2025-04-29T00:00:00Z,2026-04-29T00:00:00Z,active,not_churned,,38,csm_01,dedicated
acct_0298,Summit Digital 297,mid_market,consulting,543,enterprise,152624.69,12718.72,BR,North America,2024-04-05T00:00:00Z,2024-04-13T00:00:00Z,2025-04-13T00:00:00Z,active,not_churned,,56,csm_04,dedicated
acct_0299,Harbor Services 298,individual,retail,3,starter,555.51,46.29,CA,Asia Pacific,2023-09-28T00:00:00Z,2023-10-20T00:00:00Z,2024-10-19T00:00:00Z,active,not_churned,,38,,email
acct_0300,Brightlane Works 299,agency,consulting,121,business,35749.18,2979.1,BR,Latin America,2024-03-20T00:00:00Z,2024-04-24T00:00:00Z,2025-04-24T00:00:00Z,churned,churned,2025-06-10T00:00:00Z,55,csm_09,priority
acct_0301,Northstar Studios 300,enterprise,healthcare,2792,enterprise,155913.98,12992.83,DE,Asia Pacific,2023-03-15T00:00:00Z,2023-04-23T00:00:00Z,2024-04-22T00:00:00Z,trial,not_churned,,48,csm_13,dedicated
acct_0302,Bluefield Collective 301,enterprise,manufacturing,17917,enterprise,164294.72,13691.23,CA,North America,2024-04-07T00:00:00Z,2024-04-29T00:00:00Z,2025-04-29T00:00:00Z,active,not_churned,,38,csm_16,dedicated
acct_0303,Keystone Group 302,enterprise,financial_services,12757,enterprise,108433.12,9036.09,CA,Europe,2024-08-03T00:00:00Z,2024-08-27T00:00:00Z,2025-08-27T00:00:00Z,active,not_churned,,90,csm_13,dedicated
acct_0304,Juniper Systems 303,mid_market,software,1127,business,30682.95,2556.91,BR,Asia Pacific,2023-02-20T00:00:00Z,2023-04-16T00:00:00Z,2024-04-15T00:00:00Z,active,not_churned,,37,csm_04,priority
acct_0305,Riverbend Solutions 304,enterprise,financial_services,6085,enterprise,135555.66,11296.3,AU,Europe,2025-04-13T00:00:00Z,2025-05-15T00:00:00Z,2026-05-15T00:00:00Z,trial,not_churned,,55,csm_06,dedicated
acct_0306,Metroline Labs 305,small_business,construction,34,starter,693.36,57.78,AU,Europe,2024-10-11T00:00:00Z,2024-10-28T00:00:00Z,2025-10-28T00:00:00Z,active,not_churned,,88,,email
acct_0307,Clearpath Partners 306,enterprise,consulting,7307,enterprise,184991.11,15415.93,GB,Latin America,2023-02-07T00:00:00Z,2023-03-29T00:00:00Z,2024-03-28T00:00:00Z,active,not_churned,,83,csm_18,dedicated
acct_0308,Summit Digital 307,mid_market,retail,452,business,29972.11,2497.68,GB,Europe,2024-02-06T00:00:00Z,2024-03-22T00:00:00Z,2025-03-22T00:00:00Z,active,not_churned,,36,csm_14,priority
acct_0309,Harbor Services 308,enterprise,marketing,7221,enterprise,120415.37,10034.61,AU,Asia Pacific,2024-06-30T00:00:00Z,2024-08-10T00:00:00Z,2025-08-10T00:00:00Z,active,not_churned,,56,csm_03,dedicated
acct_0310,Brightlane Works 309,small_business,consulting,42,team,3949.41,329.12,BR,Latin America,2023-09-03T00:00:00Z,2023-10-03T00:00:00Z,2024-10-02T00:00:00Z,active,not_churned,,31,,email_chat
acct_0311,Northstar Studios 310,enterprise,software,8241,enterprise,183407.25,15283.94,DE,North America,2024-10-13T00:00:00Z,2024-12-11T00:00:00Z,2025-12-11T00:00:00Z,active,not_churned,,48,csm_11,dedicated
acct_0312,Bluefield Collective 311,enterprise,software,10133,enterprise,123346.49,10278.87,US,North America,2023-01-24T00:00:00Z,2023-02-23T00:00:00Z,2024-02-23T00:00:00Z,active,not_churned,,72,csm_02,dedicated
acct_0313,Keystone Group 312,small_business,retail,49,starter,352.08,29.34,IN,Europe,2024-03-16T00:00:00Z,2024-04-17T00:00:00Z,2025-04-17T00:00:00Z,active,not_churned,,41,,email
acct_0314,Juniper Systems 313,mid_market,manufacturing,825,business,23838.18,1986.51,IN,Latin America,2023-12-27T00:00:00Z,2024-01-13T00:00:00Z,2025-01-12T00:00:00Z,active,not_churned,,86,csm_04,priority
acct_0315,Riverbend Solutions 314,small_business,construction,63,starter,509.56,42.46,FR,Europe,2024-11-27T00:00:00Z,2024-12-28T00:00:00Z,2025-12-28T00:00:00Z,churned,churned,2026-10-27T00:00:00Z,28,,email
acct_0316,Metroline Labs 315,small_business,education,10,starter,386.33,32.19,DE,Europe,2023-12-07T00:00:00Z,2024-01-26T00:00:00Z,2025-01-25T00:00:00Z,churned,churned,2025-05-23T00:00:00Z,54,,email
acct_0317,Clearpath Partners 316,enterprise,retail,17325,enterprise,221621.24,18468.44,AU,Europe,2023-03-12T00:00:00Z,2023-05-10T00:00:00Z,2024-05-09T00:00:00Z,active,not_churned,,95,csm_01,dedicated
acct_0318,Summit Digital 317,individual,financial_services,2,starter,698.16,58.18,GB,North America,2025-02-18T00:00:00Z,2025-03-05T00:00:00Z,2026-03-05T00:00:00Z,active,not_churned,,53,,email
acct_0319,Harbor Services 318,mid_market,marketing,231,business,18987.34,1582.28,CA,Europe,2024-12-08T00:00:00Z,2024-12-17T00:00:00Z,2025-12-17T00:00:00Z,active,not_churned,,58,csm_05,priority
acct_0320,Brightlane Works 319,mid_market,construction,404,business,28375.44,2364.62,GB,North America,2024-01-11T00:00:00Z,2024-01-31T00:00:00Z,2025-01-30T00:00:00Z,active,not_churned,,91,csm_14,priority
acct_0321,Northstar Studios 320,small_business,manufacturing,5,team,3677.55,306.46,GB,Asia Pacific,2024-04-01T00:00:00Z,2024-05-05T00:00:00Z,2025-05-05T00:00:00Z,active,not_churned,,64,,email_chat
acct_0322,Bluefield Collective 321,individual,manufacturing,2,starter,651.73,54.31,DE,North America,2025-03-30T00:00:00Z,2025-05-27T00:00:00Z,2026-05-27T00:00:00Z,active,not_churned,,96,,email
acct_0323,Keystone Group 322,individual,education,2,starter,707.6,58.97,AU,Asia Pacific,2023-02-20T00:00:00Z,2023-03-08T00:00:00Z,2024-03-07T00:00:00Z,active,not_churned,,71,,email
acct_0324,Juniper Systems 323,agency,retail,220,business,22688.57,1890.71,AU,North America,2023-09-27T00:00:00Z,2023-11-12T00:00:00Z,2024-11-11T00:00:00Z,active,not_churned,,65,csm_13,priority
acct_0325,Riverbend Solutions 324,individual,education,2,starter,348.85,29.07,BR,North America,2024-03-15T00:00:00Z,2024-04-23T00:00:00Z,2025-04-23T00:00:00Z,active,not_churned,,85,,email
acct_0326,Metroline Labs 325,mid_market,manufacturing,209,business,15585.06,1298.76,DE,North America,2023-02-16T00:00:00Z,2023-03-08T00:00:00Z,2024-03-07T00:00:00Z,churned,churned,2024-12-24T00:00:00Z,44,csm_14,priority
acct_0327,Clearpath Partners 326,mid_market,marketing,1006,business,18945.15,1578.76,FR,Europe,2023-09-21T00:00:00Z,2023-10-14T00:00:00Z,2024-10-13T00:00:00Z,active,not_churned,,65,csm_03,priority
acct_0328,Summit Digital 327,mid_market,construction,407,business,27324.23,2277.02,GB,Europe,2024-04-29T00:00:00Z,2024-06-02T00:00:00Z,2025-06-02T00:00:00Z,active,not_churned,,57,csm_13,priority
acct_0329,Harbor Services 328,agency,healthcare,187,business,22088.53,1840.71,IN,Europe,2023-06-13T00:00:00Z,2023-07-25T00:00:00Z,2024-07-24T00:00:00Z,active,not_churned,,88,csm_11,priority
acct_0330,Brightlane Works 329,mid_market,consulting,693,business,15887.87,1323.99,FR,Latin America,2024-06-02T00:00:00Z,2024-07-04T00:00:00Z,2025-07-04T00:00:00Z,churned,churned,2026-02-08T00:00:00Z,36,csm_03,priority
acct_0331,Northstar Studios 330,small_business,financial_services,77,team,3558.78,296.57,US,Europe,2023-08-09T00:00:00Z,2023-08-10T00:00:00Z,2024-08-09T00:00:00Z,active,not_churned,,54,,email_chat
acct_0332,Bluefield Collective 331,mid_market,construction,375,business,15636.78,1303.07,IN,North America,2023-04-19T00:00:00Z,2023-06-15T00:00:00Z,2024-06-14T00:00:00Z,active,not_churned,,96,csm_05,priority
acct_0333,Keystone Group 332,agency,construction,18,team,6413.94,534.49,US,North America,2023-08-12T00:00:00Z,2023-10-04T00:00:00Z,2024-10-03T00:00:00Z,active,not_churned,,48,,email_chat
acct_0334,Juniper Systems 333,small_business,consulting,57,team,5202.98,433.58,IN,North America,2023-10-10T00:00:00Z,2023-10-11T00:00:00Z,2024-10-10T00:00:00Z,active,not_churned,,92,,email_chat
acct_0335,Riverbend Solutions 334,mid_market,retail,606,enterprise,111337.48,9278.12,US,Europe,2023-01-28T00:00:00Z,2023-03-10T00:00:00Z,2024-03-09T00:00:00Z,active,not_churned,,79,csm_13,dedicated
acct_0336,Metroline Labs 335,enterprise,marketing,2895,enterprise,181420.01,15118.33,CA,Latin America,2025-01-11T00:00:00Z,2025-01-13T00:00:00Z,2026-01-13T00:00:00Z,active,not_churned,,73,csm_16,dedicated
acct_0337,Clearpath Partners 336,individual,software,2,starter,392.7,32.72,US,Latin America,2023-08-23T00:00:00Z,2023-08-26T00:00:00Z,2024-08-25T00:00:00Z,active,not_churned,,88,,email
acct_0338,Summit Digital 337,agency,healthcare,186,business,30807.72,2567.31,AU,Latin America,2024-10-09T00:00:00Z,2024-10-28T00:00:00Z,2025-10-28T00:00:00Z,active,not_churned,,90,csm_12,priority
acct_0339,Harbor Services 338,mid_market,software,446,business,16723.15,1393.6,BR,North America,2023-11-27T00:00:00Z,2023-11-28T00:00:00Z,2024-11-27T00:00:00Z,churned,churned,2024-10-12T00:00:00Z,24,csm_05,priority
acct_0340,Brightlane Works 339,enterprise,marketing,2819,enterprise,124530.37,10377.53,GB,Asia Pacific,2025-01-28T00:00:00Z,2025-03-05T00:00:00Z,2026-03-05T00:00:00Z,active,not_churned,,43,csm_06,dedicated
acct_0341,Northstar Studios 340,individual,software,2,starter,353.25,29.44,BR,Europe,2024-04-29T00:00:00Z,2024-05-13T00:00:00Z,2025-05-13T00:00:00Z,trial,not_churned,,44,,email
acct_0342,Bluefield Collective 341,agency,construction,238,business,34066.93,2838.91,IN,Latin America,2023-07-19T00:00:00Z,2023-09-01T00:00:00Z,2024-08-31T00:00:00Z,active,not_churned,,37,csm_15,priority
acct_0343,Keystone Group 342,enterprise,marketing,11387,enterprise,174195.18,14516.27,DE,Asia Pacific,2023-09-20T00:00:00Z,2023-10-04T00:00:00Z,2024-10-03T00:00:00Z,trial,not_churned,,59,csm_14,dedicated
acct_0344,Juniper Systems 343,mid_market,retail,1097,enterprise,177326.47,14777.21,CA,Latin America,2023-10-25T00:00:00Z,2023-12-19T00:00:00Z,2024-12-18T00:00:00Z,active,not_churned,,56,csm_07,dedicated
acct_0345,Riverbend Solutions 344,small_business,healthcare,12,team,4132.32,344.36,GB,North America,2024-12-07T00:00:00Z,2025-02-03T00:00:00Z,2026-02-03T00:00:00Z,active,not_churned,,70,,email_chat
acct_0346,Metroline Labs 345,enterprise,software,16180,enterprise,200483.74,16706.98,BR,North America,2023-08-19T00:00:00Z,2023-09-13T00:00:00Z,2024-09-12T00:00:00Z,active,not_churned,,28,csm_10,dedicated
acct_0347,Clearpath Partners 346,mid_market,marketing,345,business,35619.16,2968.26,IN,Asia Pacific,2023-01-18T00:00:00Z,2023-01-19T00:00:00Z,2024-01-19T00:00:00Z,active,not_churned,,62,csm_11,priority
acct_0348,Summit Digital 347,small_business,construction,34,starter,672.01,56.0,DE,Latin America,2024-08-10T00:00:00Z,2024-09-20T00:00:00Z,2025-09-20T00:00:00Z,active,not_churned,,69,,email
acct_0349,Harbor Services 348,enterprise,education,12546,enterprise,100690.59,8390.88,CA,Europe,2024-05-24T00:00:00Z,2024-05-31T00:00:00Z,2025-05-31T00:00:00Z,trial,not_churned,,78,csm_08,dedicated
acct_0350,Brightlane Works 349,small_business,manufacturing,77,team,4341.81,361.82,AU,Latin America,2023-12-19T00:00:00Z,2024-01-24T00:00:00Z,2025-01-23T00:00:00Z,active,not_churned,,40,,email_chat
acct_0351,Northstar Studios 350,enterprise,financial_services,6937,enterprise,182950.35,15245.86,CA,Latin America,2024-10-21T00:00:00Z,2024-10-21T00:00:00Z,2025-10-21T00:00:00Z,active,not_churned,,32,csm_02,dedicated
acct_0352,Bluefield Collective 351,mid_market,manufacturing,318,enterprise,139216.74,11601.4,FR,Latin America,2023-05-14T00:00:00Z,2023-07-06T00:00:00Z,2024-07-05T00:00:00Z,active,not_churned,,41,csm_02,dedicated
acct_0353,Keystone Group 352,mid_market,software,1059,enterprise,220851.96,18404.33,AU,Latin America,2023-01-09T00:00:00Z,2023-01-30T00:00:00Z,2024-01-30T00:00:00Z,active,not_churned,,46,csm_18,dedicated
acct_0354,Juniper Systems 353,mid_market,marketing,848,enterprise,228490.15,19040.85,FR,North America,2023-10-28T00:00:00Z,2023-11-08T00:00:00Z,2024-11-07T00:00:00Z,active,not_churned,,95,csm_16,dedicated
acct_0355,Riverbend Solutions 354,agency,education,119,team,2761.58,230.13,AU,North America,2024-07-07T00:00:00Z,2024-08-25T00:00:00Z,2025-08-25T00:00:00Z,trial,not_churned,,83,,email_chat
acct_0356,Metroline Labs 355,enterprise,healthcare,4627,enterprise,218641.59,18220.13,GB,Europe,2023-04-16T00:00:00Z,2023-06-08T00:00:00Z,2024-06-07T00:00:00Z,active,not_churned,,77,csm_15,dedicated
acct_0357,Clearpath Partners 356,enterprise,manufacturing,6814,enterprise,222702.85,18558.57,FR,Asia Pacific,2023-04-14T00:00:00Z,2023-06-01T00:00:00Z,2024-05-31T00:00:00Z,trial,not_churned,,67,csm_08,dedicated
acct_0358,Summit Digital 357,mid_market,construction,493,business,30396.8,2533.07,AU,North America,2023-03-04T00:00:00Z,2023-04-22T00:00:00Z,2024-04-21T00:00:00Z,churned,churned,2024-08-02T00:00:00Z,39,csm_15,priority
acct_0359,Harbor Services 358,enterprise,education,17814,enterprise,159855.67,13321.31,AU,Europe,2024-03-09T00:00:00Z,2024-04-20T00:00:00Z,2025-04-20T00:00:00Z,active,not_churned,,42,csm_12,dedicated
acct_0360,Brightlane Works 359,small_business,manufacturing,63,team,6083.52,506.96,GB,Latin America,2024-12-17T00:00:00Z,2024-12-27T00:00:00Z,2025-12-27T00:00:00Z,active,not_churned,,47,,email_chat
acct_0361,Northstar Studios 360,mid_market,retail,523,enterprise,140829.59,11735.8,US,Europe,2025-01-01T00:00:00Z,2025-01-02T00:00:00Z,2026-01-02T00:00:00Z,active,not_churned,,75,csm_15,dedicated
acct_0362,Bluefield Collective 361,mid_market,consulting,946,business,36107.31,3008.94,CA,Latin America,2024-05-22T00:00:00Z,2024-06-02T00:00:00Z,2025-06-02T00:00:00Z,trial,not_churned,,46,csm_01,priority
acct_0363,Keystone Group 362,agency,manufacturing,175,team,5349.57,445.8,GB,Asia Pacific,2023-04-08T00:00:00Z,2023-05-30T00:00:00Z,2024-05-29T00:00:00Z,active,not_churned,,95,,email_chat
acct_0364,Juniper Systems 363,individual,education,2,starter,481.16,40.1,GB,Asia Pacific,2023-09-24T00:00:00Z,2023-11-19T00:00:00Z,2024-11-18T00:00:00Z,active,not_churned,,38,,email
acct_0365,Riverbend Solutions 364,mid_market,construction,894,business,17325.3,1443.78,IN,North America,2024-02-02T00:00:00Z,2024-02-10T00:00:00Z,2025-02-09T00:00:00Z,active,not_churned,,66,csm_07,priority
acct_0366,Metroline Labs 365,enterprise,financial_services,14402,enterprise,159300.04,13275.0,CA,Latin America,2025-02-21T00:00:00Z,2025-03-26T00:00:00Z,2026-03-26T00:00:00Z,active,not_churned,,96,csm_08,dedicated
acct_0367,Clearpath Partners 366,individual,software,1,starter,621.8,51.82,GB,Latin America,2023-06-05T00:00:00Z,2023-07-04T00:00:00Z,2024-07-03T00:00:00Z,active,not_churned,,77,,email
acct_0368,Summit Digital 367,small_business,financial_services,61,starter,378.17,31.51,DE,North America,2023-12-05T00:00:00Z,2024-01-23T00:00:00Z,2025-01-22T00:00:00Z,churned,churned,2025-12-14T00:00:00Z,32,,email
acct_0369,Harbor Services 368,individual,software,2,starter,490.5,40.88,CA,Latin America,2024-12-31T00:00:00Z,2025-02-01T00:00:00Z,2026-02-01T00:00:00Z,churned,churned,2025-06-30T00:00:00Z,16,,email
acct_0370,Brightlane Works 369,small_business,marketing,25,starter,433.38,36.11,GB,Latin America,2024-06-11T00:00:00Z,2024-07-03T00:00:00Z,2025-07-03T00:00:00Z,trial,not_churned,,35,,email
acct_0371,Northstar Studios 370,small_business,consulting,20,team,5499.81,458.32,GB,Latin America,2023-02-05T00:00:00Z,2023-03-12T00:00:00Z,2024-03-11T00:00:00Z,active,not_churned,,83,,email_chat
acct_0372,Bluefield Collective 371,mid_market,education,381,business,30447.27,2537.27,GB,North America,2023-04-16T00:00:00Z,2023-05-20T00:00:00Z,2024-05-19T00:00:00Z,churned,churned,2024-06-26T00:00:00Z,30,csm_06,priority
acct_0373,Keystone Group 372,small_business,construction,10,team,3131.91,260.99,US,Asia Pacific,2023-09-29T00:00:00Z,2023-10-08T00:00:00Z,2024-10-07T00:00:00Z,active,not_churned,,91,,email_chat
acct_0374,Juniper Systems 373,agency,financial_services,236,team,5070.44,422.54,IN,Asia Pacific,2024-09-11T00:00:00Z,2024-10-23T00:00:00Z,2025-10-23T00:00:00Z,active,not_churned,,66,,email_chat
acct_0375,Riverbend Solutions 374,enterprise,manufacturing,3075,enterprise,97772.58,8147.72,BR,Asia Pacific,2024-07-17T00:00:00Z,2024-08-17T00:00:00Z,2025-08-17T00:00:00Z,active,not_churned,,77,csm_13,dedicated
acct_0376,Metroline Labs 375,agency,retail,70,team,4363.69,363.64,US,Asia Pacific,2023-03-07T00:00:00Z,2023-04-09T00:00:00Z,2024-04-08T00:00:00Z,trial,not_churned,,75,,email_chat
acct_0377,Clearpath Partners 376,individual,healthcare,3,starter,313.41,26.12,AU,North America,2023-02-16T00:00:00Z,2023-02-27T00:00:00Z,2024-02-27T00:00:00Z,active,not_churned,,84,,email
