opportunity_id,account_id,deal_stage,estimated_deal_value,created_at
opp_0770,acct_0348,closed_won,778.29,2025-10-02T00:00:00Z
opp_0771,acct_0298,discovery,145391.03,2025-02-12T00:00:00Z
opp_0772,acct_0063,discovery,611.06,2025-07-08T00:00:00Z
opp_0773,acct_0262,closed_won,181927.76,2026-01-05T00:00:00Z
opp_0774,acct_0332,procurement,19614.43,2024-06-04T00:00:00Z
opp_0775,acct_0037,closed_lost,326163.59,2025-09-27T00:00:00Z
opp_0776,acct_0138,procurement,719.37,2025-05-17T00:00:00Z
opp_0777,acct_0094,security_review,387.54,2024-06-16T00:00:00Z
opp_0778,acct_0145,discovery,440.11,2025-03-18T00:00:00Z
opp_0779,acct_0415,procurement,228168.28,2024-12-12T00:00:00Z
opp_0780,acct_0101,procurement,4849.63,2025-08-10T00:00:00Z
opp_0781,acct_0181,security_review,7130.86,2026-01-18T00:00:00Z
opp_0782,acct_0449,proposal,6570.74,2025-09-09T00:00:00Z
opp_0783,acct_0192,procurement,797.47,2025-04-27T00:00:00Z
opp_0784,acct_0272,discovery,5916.58,2024-08-24T00:00:00Z
opp_0785,acct_0070,closed_lost,302459.57,2025-05-07T00:00:00Z
opp_0786,acct_0220,security_review,514.87,2025-09-07T00:00:00Z
opp_0787,acct_0029,closed_lost,291289.29,2024-12-24T00:00:00Z
opp_0788,acct_0421,procurement,244091.4,2025-03-03T00:00:00Z
opp_0789,acct_0178,proposal,34461.24,2024-11-02T00:00:00Z
opp_0790,acct_0473,security_review,570.81,2025-05-21T00:00:00Z
opp_0791,acct_0274,proposal,176343.17,2025-12-09T00:00:00Z
opp_0792,acct_0144,proposal,156280.86,2024-02-25T00:00:00Z
opp_0793,acct_0001,proposal,5181.48,2025-05-08T00:00:00Z
opp_0794,acct_0451,closed_won,747.97,2024-06-04T00:00:00Z
opp_0795,acct_0152,procurement,8410.33,2024-05-29T00:00:00Z
opp_0796,acct_0193,discovery,170483.62,2025-07-30T00:00:00Z
opp_0797,acct_0485,closed_lost,495.07,2025-11-22T00:00:00Z
opp_0798,acct_0225,closed_won,21861.55,2025-10-13T00:00:00Z
opp_0799,acct_0444,discovery,390.4,2025-01-29T00:00:00Z
opp_0800,acct_0412,procurement,173271.98,2025-10-02T00:00:00Z
opp_0801,acct_0402,security_review,773.17,2024-06-03T00:00:00Z
opp_0802,acct_0125,closed_lost,832.47,2025-07-30T00:00:00Z
opp_0803,acct_0319,closed_won,19813.14,2026-01-16T00:00:00Z
opp_0804,acct_0011,closed_won,5937.06,2024-12-28T00:00:00Z
opp_0805,acct_0022,discovery,692.28,2025-04-25T00:00:00Z
opp_0806,acct_0290,closed_lost,502.35,2024-12-16T00:00:00Z
opp_0807,acct_0483,closed_won,5877.1,2024-11-19T00:00:00Z
opp_0808,acct_0461,proposal,9340.34,2025-07-17T00:00:00Z
opp_0809,acct_0446,closed_lost,653.37,2025-06-24T00:00:00Z
opp_0810,acct_0413,closed_won,4737.26,2024-12-13T00:00:00Z
opp_0811,acct_0385,closed_won,511.93,2024-03-20T00:00:00Z
opp_0812,acct_0093,closed_lost,127551.42,2024-06-14T00:00:00Z
opp_0813,acct_0479,discovery,31344.49,2024-09-02T00:00:00Z
opp_0814,acct_0369,closed_lost,521.93,2024-04-04T00:00:00Z
opp_0815,acct_0274,discovery,312495.41,2025-03-23T00:00:00Z
opp_0816,acct_0450,proposal,252123.63,2024-06-22T00:00:00Z
opp_0817,acct_0170,proposal,181487.78,2026-01-15T00:00:00Z
opp_0818,acct_0405,procurement,21447.13,2024-03-02T00:00:00Z
opp_0819,acct_0327,closed_won,26637.94,2025-06-12T00:00:00Z
opp_0820,acct_0017,procurement,781.02,2025-04-15T00:00:00Z
opp_0821,acct_0351,closed_lost,252032.18,2024-06-19T00:00:00Z
opp_0822,acct_0031,discovery,583.25,2025-09-23T00:00:00Z
opp_0823,acct_0219,closed_won,192517.86,2025-09-22T00:00:00Z
opp_0824,acct_0138,procurement,688.84,2024-08-30T00:00:00Z
opp_0825,acct_0452,security_review,578.73,2025-12-20T00:00:00Z
opp_0826,acct_0038,proposal,776.52,2024-06-17T00:00:00Z
opp_0827,acct_0366,proposal,185151.18,2024-09-20T00:00:00Z
opp_0828,acct_0443,procurement,44614.36,2024-04-09T00:00:00Z
opp_0829,acct_0345,discovery,4146.1,2025-06-22T00:00:00Z
opp_0830,acct_0461,discovery,6109.43,2024-04-03T00:00:00Z
opp_0831,acct_0320,closed_won,37202.21,2024-04-11T00:00:00Z
opp_0832,acct_0377,procurement,343.88,2025-10-23T00:00:00Z
opp_0833,acct_0199,closed_won,996.74,2025-02-08T00:00:00Z
opp_0834,acct_0126,procurement,853.77,2025-08-20T00:00:00Z
opp_0835,acct_0272,closed_lost,6024.48,2024-12-25T00:00:00Z
opp_0836,acct_0492,closed_lost,168687.83,2025-03-14T00:00:00Z
opp_0837,acct_0117,procurement,5149.95,2025-02-15T00:00:00Z
opp_0838,acct_0305,proposal,180876.9,2026-01-01T00:00:00Z
opp_0839,acct_0233,closed_lost,630.01,2025-08-30T00:00:00Z
opp_0840,acct_0027,closed_lost,291052.82,2024-02-04T00:00:00Z
opp_0841,acct_0407,procurement,345.56,2024-03-05T00:00:00Z
opp_0842,acct_0399,discovery,340.5,2024-05-21T00:00:00Z
opp_0843,acct_0374,procurement,6241.51,2024-07-26T00:00:00Z
opp_0844,acct_0036,discovery,476.17,2025-09-09T00:00:00Z
opp_0845,acct_0193,proposal,215121.0,2024-06-14T00:00:00Z
opp_0846,acct_0084,closed_won,888.89,2025-09-22T00:00:00Z
opp_0847,acct_0462,proposal,512.57,2024-12-29T00:00:00Z
opp_0848,acct_0491,security_review,5903.18,2025-10-16T00:00:00Z
opp_0849,acct_0466,security_review,750.85,2025-09-30T00:00:00Z
opp_0850,acct_0345,closed_lost,5269.02,2025-06-15T00:00:00Z
opp_0851,acct_0492,proposal,94781.65,2025-02-01T00:00:00Z
opp_0852,acct_0045,proposal,3855.81,2026-01-17T00:00:00Z
opp_0853,acct_0167,procurement,244216.09,2025-07-01T00:00:00Z
opp_0854,acct_0157,security_review,832.14,2025-09-12T00:00:00Z
opp_0855,acct_0343,closed_won,189948.25,2024-02-09T00:00:00Z
opp_0856,acct_0104,proposal,593.1,2025-10-05T00:00:00Z
opp_0857,acct_0254,closed_won,189391.84,2025-04-22T00:00:00Z
opp_0858,acct_0271,closed_won,154467.85,2025-11-11T00:00:00Z
opp_0859,acct_0212,security_review,601.51,2025-12-10T00:00:00Z
opp_0860,acct_0497,security_review,5359.04,2024-08-11T00:00:00Z
opp_0861,acct_0208,closed_lost,3820.11,2024-10-09T00:00:00Z
opp_0862,acct_0089,discovery,296122.57,2024-06-17T00:00:00Z
opp_0863,acct_0344,proposal,219300.88,2025-12-19T00:00:00Z
opp_0864,acct_0370,discovery,568.89,2025-07-27T00:00:00Z
opp_0865,acct_0015,discovery,718.97,2025-11-27T00:00:00Z
opp_0866,acct_0319,security_review,15945.51,2025-04-08T00:00:00Z
opp_0867,acct_0293,security_review,150842.21,2024-12-07T00:00:00Z
opp_0868,acct_0316,proposal,453.78,2024-02-13T00:00:00Z
opp_0869,acct_0137,security_review,6877.93,2024-11-09T00:00:00Z
opp_0870,acct_0400,security_review,182208.64,2025-08-28T00:00:00Z
opp_0871,acct_0173,discovery,174307.5,2025-08-12T00:00:00Z
opp_0872,acct_0010,procurement,41432.88,2026-01-12T00:00:00Z
opp_0873,acct_0086,closed_lost,568.83,2024-12-16T00:00:00Z
opp_0874,acct_0070,discovery,211251.19,2024-05-13T00:00:00Z
opp_0875,acct_0309,closed_won,162659.04,2024-09-02T00:00:00Z
opp_0876,acct_0155,discovery,442.19,2024-11-04T00:00:00Z
opp_0877,acct_0449,closed_won,6347.77,2025-11-21T00:00:00Z
opp_0878,acct_0226,closed_won,3708.22,2025-04-12T00:00:00Z
opp_0879,acct_0442,discovery,757.97,2025-12-14T00:00:00Z
opp_0880,acct_0406,procurement,286303.64,2025-10-18T00:00:00Z
opp_0881,acct_0408,security_review,298.39,2024-08-26T00:00:00Z
opp_0882,acct_0346,proposal,184548.53,2025-04-01T00:00:00Z
opp_0883,acct_0423,closed_lost,523.1,2025-06-18T00:00:00Z
opp_0884,acct_0309,proposal,163025.1,2024-02-08T00:00:00Z
opp_0885,acct_0116,closed_won,27103.43,2024-03-10T00:00:00Z
opp_0886,acct_0459,closed_lost,38063.17,2025-10-01T00:00:00Z
opp_0887,acct_0105,proposal,191866.06,2024-07-16T00:00:00Z
opp_0888,acct_0018,procurement,17291.95,2024-09-01T00:00:00Z
opp_0889,acct_0338,closed_won,38159.42,2025-11-19T00:00:00Z
opp_0890,acct_0031,proposal,623.5,2025-07-11T00:00:00Z
opp_0891,acct_0008,closed_lost,218340.42,2025-09-26T00:00:00Z
opp_0892,acct_0316,security_review,465.37,2026-01-12T00:00:00Z
opp_0893,acct_0297,closed_lost,115381.1,2024-04-25T00:00:00Z
opp_0894,acct_0365,procurement,14810.21,2025-11-12T00:00:00Z
opp_0895,acct_0038,discovery,618.72,2025-06-16T00:00:00Z
opp_0896,acct_0277,closed_lost,654.55,2025-01-28T00:00:00Z
opp_0897,acct_0316,closed_won,575.88,2025-11-24T00:00:00Z
opp_0898,acct_0123,security_review,247703.17,2025-12-28T00:00:00Z
opp_0899,acct_0331,closed_won,3186.73,2025-01-29T00:00:00Z
opp_0900,acct_0445,closed_lost,204864.28,2025-08-12T00:00:00Z
opp_0901,acct_0195,closed_lost,212306.55,2025-01-25T00:00:00Z
opp_0902,acct_0103,closed_won,514.03,2025-01-06T00:00:00Z
opp_0903,acct_0193,procurement,288957.26,2025-03-14T00:00:00Z
opp_0904,acct_0150,proposal,19359.0,2026-01-20T00:00:00Z
opp_0905,acct_0248,procurement,188523.5,2024-02-08T00:00:00Z
opp_0906,acct_0147,procurement,553.58,2024-12-31T00:00:00Z
opp_0907,acct_0273,procurement,4252.74,2025-01-19T00:00:00Z
opp_0908,acct_0032,closed_lost,263503.0,2025-02-19T00:00:00Z
opp_0909,acct_0462,closed_lost,649.89,2024-11-06T00:00:00Z
opp_0910,acct_0090,closed_won,526.12,2025-01-21T00:00:00Z
opp_0911,acct_0341,closed_won,404.23,2024-10-02T00:00:00Z
opp_0912,acct_0288,discovery,694.96,2024-10-18T00:00:00Z
opp_0913,acct_0340,procurement,172874.79,2025-10-22T00:00:00Z
opp_0914,acct_0274,proposal,285993.19,2025-09-12T00:00:00Z
opp_0915,acct_0052,closed_lost,146967.78,2024-10-28T00:00:00Z
opp_0916,acct_0103,proposal,548.51,2025-01-14T00:00:00Z
opp_0917,acct_0348,security_review,957.53,2024-12-29T00:00:00Z
opp_0918,acct_0185,closed_lost,41712.17,2025-05-18T00:00:00Z
opp_0919,acct_0095,security_review,41712.74,2024-05-11T00:00:00Z
opp_0920,acct_0181,discovery,5507.94,2025-01-26T00:00:00Z
opp_0921,acct_0309,closed_won,179774.7,2024-10-08T00:00:00Z
opp_0922,acct_0228,closed_lost,294331.99,2025-07-29T00:00:00Z
opp_0923,acct_0230,security_review,6868.27,2025-02-14T00:00:00Z
opp_0924,acct_0264,closed_lost,8005.55,2024-03-04T00:00:00Z
opp_0925,acct_0009,discovery,165819.69,2024-04-09T00:00:00Z
opp_0926,acct_0382,security_review,3836.71,2025-02-27T00:00:00Z
opp_0927,acct_0359,proposal,218648.8,2024-12-14T00:00:00Z
opp_0928,acct_0140,closed_won,6850.71,2024-03-13T00:00:00Z
opp_0929,acct_0042,discovery,36215.18,2025-03-04T00:00:00Z
opp_0930,acct_0076,discovery,153877.74,2025-05-27T00:00:00Z
opp_0931,acct_0176,procurement,670.2,2025-05-12T00:00:00Z
opp_0932,acct_0058,discovery,417.47,2025-08-28T00:00:00Z
opp_0933,acct_0232,closed_lost,4154.19,2024-02-26T00:00:00Z
opp_0934,acct_0310,procurement,3272.69,2025-09-17T00:00:00Z
opp_0935,acct_0169,proposal,3160.16,2024-06-09T00:00:00Z
opp_0936,acct_0081,closed_won,121466.82,2024-12-24T00:00:00Z
opp_0937,acct_0233,proposal,628.81,2025-01-25T00:00:00Z
opp_0938,acct_0223,closed_lost,694.25,2025-06-14T00:00:00Z
opp_0939,acct_0028,procurement,451.51,2024-10-20T00:00:00Z
opp_0940,acct_0366,proposal,163817.35,2025-12-17T00:00:00Z
opp_0941,acct_0301,closed_won,218616.91,2025-03-29T00:00:00Z
opp_0942,acct_0076,closed_lost,171340.45,2024-09-23T00:00:00Z
opp_0943,acct_0383,proposal,31039.25,2024-03-05T00:00:00Z
opp_0944,acct_0063,proposal,878.41,2024-09-27T00:00:00Z
opp_0945,acct_0192,security_review,844.04,2024-10-18T00:00:00Z
opp_0946,acct_0431,discovery,361.82,2025-09-27T00:00:00Z
opp_0947,acct_0112,proposal,3880.32,2025-01-12T00:00:00Z
opp_0948,acct_0125,security_review,854.56,2024-08-12T00:00:00Z
opp_0949,acct_0156,procurement,577.31,2024-05-11T00:00:00Z
opp_0950,acct_0335,security_review,163876.81,2025-12-26T00:00:00Z
opp_0951,acct_0062,procurement,155538.82,2024-08-12T00:00:00Z
opp_0952,acct_0271,closed_lost,100458.43,2025-07-04T00:00:00Z
opp_0953,acct_0182,proposal,117834.23,2025-02-01T00:00:00Z
opp_0954,acct_0435,procurement,251496.58,2025-01-15T00:00:00Z
opp_0955,acct_0441,proposal,144988.71,2024-05-21T00:00:00Z
opp_0956,acct_0185,security_review,26793.3,2024-11-09T00:00:00Z
opp_0957,acct_0473,security_review,708.94,2025-09-11T00:00:00Z
opp_0958,acct_0014,closed_lost,358.68,2024-04-28T00:00:00Z
opp_0959,acct_0360,proposal,6288.52,2024-11-01T00:00:00Z
opp_0960,acct_0471,discovery,88041.85,2024-07-08T00:00:00Z
opp_0961,acct_0027,closed_won,187367.5,2024-04-14T00:00:00Z
opp_0962,acct_0174,closed_lost,844.29,2024-08-22T00:00:00Z
opp_0963,acct_0176,closed_lost,521.19,2024-09-08T00:00:00Z
opp_0964,acct_0049,discovery,692.01,2025-08-24T00:00:00Z
opp_0965,acct_0203,closed_won,409.2,2025-06-03T00:00:00Z
opp_0966,acct_0115,procurement,452.74,2024-03-10T00:00:00Z
opp_0967,acct_0167,discovery,266648.6,2024-12-04T00:00:00Z
opp_0968,acct_0010,closed_won,29044.9,2024-07-14T00:00:00Z
opp_0969,acct_0116,discovery,25755.49,2025-08-18T00:00:00Z
opp_0970,acct_0497,procurement,6075.42,2024-07-18T00:00:00Z
opp_0971,acct_0174,procurement,701.62,2024-06-03T00:00:00Z
opp_0972,acct_0284,proposal,780.19,2024-06-18T00:00:00Z
opp_0973,acct_0059,security_review,162581.15,2025-12-15T00:00:00Z
opp_0974,acct_0230,discovery,6074.15,2025-07-05T00:00:00Z
opp_0975,acct_0023,closed_lost,661.87,2025-09-11T00:00:00Z
opp_0976,acct_0135,security_review,120833.27,2026-01-02T00:00:00Z
opp_0977,acct_0492,procurement,99066.58,2025-08-21T00:00:00Z
opp_0978,acct_0213,closed_won,6600.08,2025-06-26T00:00:00Z
opp_0979,acct_0443,closed_lost,37309.14,2025-10-30T00:00:00Z
opp_0980,acct_0269,discovery,38599.46,2025-12-05T00:00:00Z
opp_0981,acct_0173,proposal,226280.19,2024-05-08T00:00:00Z
opp_0982,acct_0323,security_review,769.47,2024-10-19T00:00:00Z
opp_0983,acct_0254,procurement,199128.33,2024-10-24T00:00:00Z
opp_0984,acct_0065,closed_won,996.58,2024-12-13T00:00:00Z
opp_0985,acct_0094,discovery,362.39,2025-12-17T00:00:00Z
opp_0986,acct_0006,procurement,6128.15,2024-04-12T00:00:00Z
opp_0987,acct_0204,proposal,18301.5,2024-05-17T00:00:00Z
opp_0988,acct_0161,closed_won,503.14,2025-07-04T00:00:00Z
opp_0989,acct_0500,discovery,3869.33,2025-11-02T00:00:00Z
opp_0990,acct_0446,security_review,822.54,2025-04-07T00:00:00Z
opp_0991,acct_0313,closed_won,297.69,2025-02-21T00:00:00Z
opp_0992,acct_0185,closed_won,38264.49,2024-02-07T00:00:00Z
opp_0993,acct_0029,discovery,260544.26,2025-04-25T00:00:00Z
opp_0994,acct_0164,procurement,664.61,2024-10-31T00:00:00Z
opp_0995,acct_0335,closed_lost,107156.97,2025-12-07T00:00:00Z
opp_0996,acct_0319,closed_lost,27287.46,2025-03-25T00:00:00Z
opp_0997,acct_0032,procurement,193855.42,2024-04-20T00:00:00Z
opp_0998,acct_0245,closed_won,5042.37,2024-08-08T00:00:00Z
opp_0999,acct_0467,discovery,313.77,2024-10-18T00:00:00Z
opp_1000,acct_0137,proposal,6463.2,2025-05-20T00:00:00Z
opp_1001,acct_0023,closed_lost,754.63,2025-02-22T00:00:00Z
opp_1002,acct_0303,closed_won,128754.67,2025-07-16T00:00:00Z
opp_1003,acct_0017,closed_lost,592.9,2025-04-06T00:00:00Z
opp_1004,acct_0323,security_review,933.67,2025-08-01T00:00:00Z
opp_1005,acct_0387,closed_lost,453.63,2025-08-22T00:00:00Z
opp_1006,acct_0350,discovery,3792.34,2026-01-13T00:00:00Z
opp_1007,acct_0193,procurement,173425.42,2024-10-20T00:00:00Z
opp_1008,acct_0473,procurement,609.5,2024-06-23T00:00:00Z
opp_1009,acct_0301,proposal,220925.51,2025-09-07T00:00:00Z
opp_1010,acct_0216,closed_won,661.42,2024-12-02T00:00:00Z
opp_1011,acct_0224,closed_won,265367.76,2026-01-08T00:00:00Z
opp_1012,acct_0246,proposal,446.41,2024-02-10T00:00:00Z
opp_1013,acct_0108,proposal,6358.46,2025-09-05T00:00:00Z
opp_1014,acct_0348,closed_won,789.41,2024-03-06T00:00:00Z
opp_1015,acct_0388,proposal,266435.41,2025-04-02T00:00:00Z
opp_1016,acct_0219,discovery,200935.74,2025-09-28T00:00:00Z
opp_1017,acct_0238,closed_lost,523.82,2025-12-07T00:00:00Z
opp_1018,acct_0380,proposal,501.11,2024-06-25T00:00:00Z
opp_1019,acct_0280,closed_lost,5724.8,2025-09-19T00:00:00Z
opp_1020,acct_0052,closed_lost,163660.04,2025-09-18T00:00:00Z
opp_1021,acct_0475,proposal,32682.32,2024-06-18T00:00:00Z
opp_1022,acct_0041,procurement,6016.74,2024-04-28T00:00:00Z
opp_1023,acct_0067,closed_lost,17702.76,2025-11-04T00:00:00Z
opp_1024,acct_0162,closed_lost,264965.9,2025-03-10T00:00:00Z
opp_1025,acct_0383,procurement,33020.4,2024-10-21T00:00:00Z
opp_1026,acct_0185,security_review,34318.07,2025-10-09T00:00:00Z
opp_1027,acct_0250,security_review,178017.11,2024-10-21T00:00:00Z
opp_1028,acct_0243,discovery,25469.78,2025-04-30T00:00:00Z
opp_1029,acct_0426,closed_won,294201.65,2024-10-01T00:00:00Z
opp_1030,acct_0091,security_review,4434.55,2024-07-20T00:00:00Z
opp_1031,acct_0343,procurement,188812.23,2025-10-16T00:00:00Z
opp_1032,acct_0327,proposal,20641.55,2024-06-25T00:00:00Z
opp_1033,acct_0347,procurement,52630.53,2024-02-16T00:00:00Z
opp_1034,acct_0200,proposal,4913.57,2026-01-15T00:00:00Z
opp_1035,acct_0197,closed_won,187509.52,2024-09-30T00:00:00Z
opp_1036,acct_0435,security_review,223462.67,2024-04-25T00:00:00Z
opp_1037,acct_0379,proposal,151591.48,2025-07-28T00:00:00Z
opp_1038,acct_0423,security_review,875.46,2024-12-09T00:00:00Z
opp_1039,acct_0360,discovery,6210.64,2025-05-13T00:00:00Z
opp_1040,acct_0485,procurement,596.42,2025-09-19T00:00:00Z
opp_1041,acct_0211,proposal,177130.08,2025-10-16T00:00:00Z
opp_1042,acct_0412,closed_lost,167141.3,2024-02-03T00:00:00Z
opp_1043,acct_0047,discovery,6399.95,2025-09-24T00:00:00Z
opp_1044,acct_0146,closed_lost,4181.57,2024-03-10T00:00:00Z
opp_1045,acct_0304,discovery,39033.97,2024-06-11T00:00:00Z
opp_1046,acct_0141,security_review,18089.13,2025-07-11T00:00:00Z
opp_1047,acct_0025,closed_won,904.66,2024-12-25T00:00:00Z
opp_1048,acct_0306,closed_won,1010.0,2025-05-30T00:00:00Z
opp_1049,acct_0138,proposal,893.25,2024-09-10T00:00:00Z
opp_1050,acct_0101,security_review,8831.31,2024-12-12T00:00:00Z
opp_1051,acct_0202,discovery,474.2,2024-06-14T00:00:00Z
opp_1052,acct_0033,procurement,93321.44,2026-01-05T00:00:00Z
opp_1053,acct_0160,closed_lost,37427.45,2025-03-09T00:00:00Z
opp_1054,acct_0343,discovery,168970.15,2024-11-19T00:00:00Z
opp_1055,acct_0100,closed_won,147014.7,2024-10-23T00:00:00Z
opp_1056,acct_0174,closed_won,890.79,2026-01-02T00:00:00Z
opp_1057,acct_0319,closed_won,22196.19,2025-07-30T00:00:00Z
opp_1058,acct_0249,discovery,216745.38,2024-02-18T00:00:00Z
opp_1059,acct_0207,discovery,229953.33,2024-12-14T00:00:00Z
opp_1060,acct_0232,proposal,6565.15,2024-08-21T00:00:00Z
opp_1061,acct_0153,closed_won,456.99,2024-04-14T00:00:00Z
opp_1062,acct_0320,security_review,23488.12,2025-03-24T00:00:00Z
opp_1063,acct_0297,closed_won,173814.33,2025-03-19T00:00:00Z
opp_1064,acct_0271,security_review,98756.08,2024-05-24T00:00:00Z
opp_1065,acct_0371,security_review,5675.75,2024-04-29T00:00:00Z
opp_1066,acct_0215,closed_lost,4637.34,2024-05-03T00:00:00Z
opp_1067,acct_0314,closed_lost,25223.06,2025-11-06T00:00:00Z
opp_1068,acct_0208,closed_lost,3223.26,2024-11-16T00:00:00Z
opp_1069,acct_0225,proposal,27523.09,2024-04-05T00:00:00Z
opp_1070,acct_0112,procurement,4528.94,2024-04-07T00:00:00Z
opp_1071,acct_0303,proposal,146294.11,2024-05-20T00:00:00Z
opp_1072,acct_0049,procurement,619.59,2024-09-09T00:00:00Z
opp_1073,acct_0003,closed_lost,117494.17,2025-03-12T00:00:00Z
opp_1074,acct_0466,proposal,664.24,2024-04-03T00:00:00Z
opp_1075,acct_0326,closed_lost,20495.47,2024-05-22T00:00:00Z
opp_1076,acct_0236,closed_lost,2740.25,2024-11-28T00:00:00Z
opp_1077,acct_0306,closed_won,1012.28,2025-09-09T00:00:00Z
opp_1078,acct_0424,discovery,667.11,2025-05-15T00:00:00Z
opp_1079,acct_0313,closed_lost,513.01,2024-06-14T00:00:00Z
opp_1080,acct_0299,security_review,506.34,2025-12-12T00:00:00Z
opp_1081,acct_0057,closed_lost,5431.45,2024-12-07T00:00:00Z
opp_1082,acct_0252,security_review,139479.53,2024-05-08T00:00:00Z
opp_1083,acct_0119,proposal,4476.93,2024-03-04T00:00:00Z
opp_1084,acct_0494,proposal,159827.99,2025-06-24T00:00:00Z
opp_1085,acct_0401,closed_lost,120422.33,2024-03-10T00:00:00Z
opp_1086,acct_0484,procurement,36977.59,2025-04-11T00:00:00Z
opp_1087,acct_0032,closed_lost,258033.67,2025-06-22T00:00:00Z
opp_1088,acct_0420,procurement,108601.12,2025-10-04T00:00:00Z
opp_1089,acct_0101,security_review,6115.37,2024-03-09T00:00:00Z
opp_1090,acct_0440,security_review,404.03,2025-08-17T00:00:00Z
opp_1091,acct_0118,closed_won,144476.79,2024-10-21T00:00:00Z
opp_1092,acct_0377,discovery,265.52,2024-05-05T00:00:00Z
opp_1093,acct_0038,procurement,575.83,2025-11-29T00:00:00Z
opp_1094,acct_0224,security_review,214051.99,2024-05-04T00:00:00Z
opp_1095,acct_0411,closed_won,169769.07,2025-08-30T00:00:00Z
opp_1096,acct_0109,closed_won,542.5,2025-11-09T00:00:00Z
opp_1097,acct_0263,discovery,633.64,2025-10-19T00:00:00Z
opp_1098,acct_0375,security_review,146530.36,2025-01-07T00:00:00Z
opp_1099,acct_0188,discovery,34925.34,2025-08-01T00:00:00Z
opp_1100,acct_0123,procurement,259482.95,2025-08-29T00:00:00Z
opp_1101,acct_0084,closed_won,1140.64,2025-12-29T00:00:00Z
opp_1102,acct_0236,proposal,2547.93,2025-09-17T00:00:00Z
opp_1103,acct_0042,procurement,32820.32,2025-10-28T00:00:00Z
opp_1104,acct_0463,procurement,3122.95,2025-05-26T00:00:00Z
opp_1105,acct_0193,closed_lost,171967.09,2024-10-24T00:00:00Z
opp_1106,acct_0210,closed_lost,15796.62,2025-01-24T00:00:00Z
opp_1107,acct_0061,closed_lost,226843.03,2024-02-16T00:00:00Z
opp_1108,acct_0299,closed_won,824.97,2025-09-02T00:00:00Z
opp_1109,acct_0296,closed_lost,20115.75,2025-07-18T00:00:00Z
opp_1110,acct_0093,procurement,110626.46,2025-03-30T00:00:00Z
opp_1111,acct_0006,procurement,4843.62,2024-04-15T00:00:00Z
opp_1112,acct_0434,procurement,103627.55,2025-10-01T00:00:00Z
opp_1113,acct_0061,procurement,275311.56,2024-03-06T00:00:00Z
opp_1114,acct_0346,closed_lost,226835.63,2025-03-31T00:00:00Z
opp_1115,acct_0333,closed_won,5993.21,2024-08-28T00:00:00Z
opp_1116,acct_0160,procurement,24575.69,2024-02-25T00:00:00Z
opp_1117,acct_0352,closed_lost,131761.9,2024-03-25T00:00:00Z
opp_1118,acct_0244,closed_lost,3488.09,2024-09-07T00:00:00Z
opp_1119,acct_0032,closed_won,175328.75,2024-10-26T00:00:00Z
opp_1120,acct_0473,closed_lost,476.35,2025-04-09T00:00:00Z
opp_1121,acct_0303,procurement,133496.83,2025-09-19T00:00:00Z
opp_1122,acct_0300,discovery,40250.93,2025-06-22T00:00:00Z
opp_1123,acct_0213,discovery,7171.33,2025-06-16T00:00:00Z
opp_1124,acct_0286,discovery,5522.86,2025-07-05T00:00:00Z
opp_1125,acct_0406,procurement,271455.91,2024-08-02T00:00:00Z
opp_1126,acct_0437,security_review,144152.95,2025-04-02T00:00:00Z
opp_1127,acct_0455,proposal,564.19,2025-01-04T00:00:00Z
opp_1128,acct_0394,security_review,438.48,2024-04-30T00:00:00Z
opp_1129,acct_0500,closed_lost,2725.56,2024-02-10T00:00:00Z
opp_1130,acct_0007,security_review,50639.26,2025-05-09T00:00:00Z
opp_1131,acct_0051,discovery,341.98,2024-07-20T00:00:00Z
opp_1132,acct_0306,closed_won,1039.92,2024-03-09T00:00:00Z
opp_1133,acct_0386,procurement,285350.4,2025-11-15T00:00:00Z
opp_1134,acct_0025,procurement,658.85,2024-11-08T00:00:00Z
opp_1135,acct_0052,closed_lost,165551.07,2025-08-10T00:00:00Z
opp_1136,acct_0156,closed_won,606.0,2025-09-07T00:00:00Z
opp_1137,acct_0461,security_review,7333.11,2024-08-27T00:00:00Z
opp_1138,acct_0303,procurement,120676.29,2025-06-08T00:00:00Z
opp_1139,acct_0411,closed_won,183739.81,2024-05-11T00:00:00Z
opp_1140,acct_0330,security_review,23527.81,2025-04-02T00:00:00Z
opp_1141,acct_0208,discovery,2959.91,2024-10-15T00:00:00Z
opp_1142,acct_0448,procurement,7232.84,2024-07-16T00:00:00Z
opp_1143,acct_0058,procurement,555.12,2024-08-25T00:00:00Z
opp_1144,acct_0055,discovery,103741.56,2025-05-30T00:00:00Z
opp_1145,acct_0338,closed_won,38981.46,2025-05-01T00:00:00Z
opp_1146,acct_0276,closed_won,174028.86,2024-04-21T00:00:00Z
opp_1147,acct_0260,procurement,546.03,2024-11-22T00:00:00Z
opp_1148,acct_0458,procurement,451.02,2024-12-03T00:00:00Z
opp_1149,acct_0479,procurement,30673.84,2025-01-27T00:00:00Z
opp_1150,acct_0383,closed_won,36818.7,2025-04-25T00:00:00Z
opp_1151,acct_0311,procurement,188634.08,2024-02-12T00:00:00Z
opp_1152,acct_0110,procurement,298196.26,2025-12-07T00:00:00Z
opp_1153,acct_0068,closed_lost,892.86,2025-08-15T00:00:00Z
opp_1154,acct_0387,proposal,410.36,2025-03-05T00:00:00Z
